Cliente [cód],Venda anual,Últim venda,Família
ROSE CLEI DOS SANTOS [57855],436.91999999999996,2020-08-18 00:00:00,SATW
ROSEANE SALERNO ARAUJO [34111],28,2021-09-10 00:00:00,_ASD
ROSEANE SALERNO ARAUJO [34111],88.92,2022-08-11 00:00:00,_OUT
ROSEANE SALERNO ARAUJO [34111],38.73,2019-06-03 00:00:00,AUTO
ROSEANE SALERNO ARAUJO [34111],41.91,2024-12-17 00:00:00,IATD
ROSEANE SALERNO ARAUJO [34111],50,2021-10-15 00:00:00,TAPT
ROSELAINE MORAES FERNANDES [63227],38,2023-08-08 00:00:00,_ASD
ROSELAINE MORAES FERNANDES [63227],88.5,2023-08-08 00:00:00,IATD
ROSELAINE MORAES FERNANDES [63227],4,2023-08-08 00:00:00,PR3M
ROSELAINE MORAES FERNANDES [63227],104.19999999999999,2024-01-12 00:00:00,PSeI
ROSELAINE MORAES FERNANDES [63227],244,2023-10-30 00:00:00,SATW
ROSELEI DENISE GRAEBE [51963],80.5,2018-03-23 00:00:00,_ASD
ROSELI BONELLI DA SILVA [38936],45.21,2013-11-29 00:00:00,_OUT
ROSELI BONELLI DA SILVA [38936],4.32,2013-11-29 00:00:00,PSeI
ROSILENE MACHADO MOURA - ME [38810],45,2013-11-19 00:00:00,PSeI
ROSITO LUCE MARMORES E GRANITOS LTDA [927],190,2013-04-05 00:00:00,FECH
ROSITO LUCE MARMORES E GRANITOS LTDA [927],622.1,2014-03-20 00:00:00,IATD
ROSITO LUCE MARMORES E GRANITOS LTDA [927],175,2014-08-29 00:00:00,PLXT
ROSLANGE LIA NASI [65685],214.11,2024-12-11 00:00:00,IATD
ROSLANGE LIA NASI [65685],223,2024-12-11 00:00:00,PSeI
ROSMARILDO PRODOCIMO - ME [46399],16,2016-05-12 00:00:00,FTAQ
ROSSA EQUIPAMENTOS LTDA [63197],818.6,2023-05-16 00:00:00,IATD
ROSSA EQUIPAMENTOS LTDA [63197],9.3,2023-05-16 00:00:00,PSeI
ROSSANA DA LUCENA [35526],7.5,2014-06-12 00:00:00,IATD
ROSSANO ROSSI [50904],40,2017-10-31 00:00:00,IATD
ROSSEL COM DE PRODUTOS DE LIMPEZA E DESCARTAVEIS  [59939],5453.12,2025-03-07 00:00:00,AUTO
ROSSEL COM DE PRODUTOS DE LIMPEZA E DESCARTAVEIS  [59939],201.6,2022-08-31 00:00:00,IATD
ROSSO IMPORT PECAS DE VEICULOS LTDA - ME [50421],325.40999999999997,2018-01-16 00:00:00,IATD
ROSSO PRODUTORA DE SHOWS E EVENTOS LTDA - ME [48646],42,2016-12-01 00:00:00,IATD
ROTA SUL SISTEMAS DE SEGURANCA INTEGRADOS LTDA [57879],19,2020-08-18 00:00:00,IATD
ROTERMUD SA IND. E COM. [26743],22,2014-05-19 00:00:00,IATD
ROTOMOLDES LTDA - ME [42354],119.24,2014-11-06 00:00:00,PAPE
ROTULOS PARANA LTDA [61764],1644.03,2025-07-15 00:00:00,PAPE
ROVANE CARLOS DA COSTA COLBEICH [36892],69.5,2013-05-29 00:00:00,_OUT
ROYAL DO BRASIL TECHNOLOGIES S/A - CACHOEIRINHA [29160],292.14,2013-05-03 00:00:00,_OUT
ROYAL DO BRASIL TECHNOLOGIES S/A - CACHOEIRINHA [29160],50.489999999999995,2013-04-23 00:00:00,FTAQ
ROYAL DO BRASIL TECHNOLOGIES S/A - CACHOEIRINHA [29160],1013.5,2013-06-13 00:00:00,IATD
ROYAL DO BRASIL TECHNOLOGIES S/A - CACHOEIRINHA [29160],38.88,2013-04-23 00:00:00,PSeI
RPM METALARTES LTDA. [28749],116,2014-04-03 00:00:00,ELET
RPM METALARTES LTDA. [28749],450,2014-11-13 00:00:00,IATD
RS DISTRIBUIDORA DE BATERIAS LTDA [40731],47.07,2014-09-03 00:00:00,_OUT
RS DISTRIBUIDORA DE BATERIAS LTDA [40731],78.58,2019-05-21 00:00:00,IATD
RS FER COMERCIO DE MAQUINAS E FERRAMENTAS LTDA [32161],225,2015-03-18 00:00:00,_ASD
RS FER COMERCIO DE MAQUINAS E FERRAMENTAS LTDA [32161],3083.08,2015-02-12 00:00:00,FTAQ
RS FER COMERCIO DE MAQUINAS E FERRAMENTAS LTDA [32161],361.86,2017-06-08 00:00:00,IATD
RS FER COMERCIO DE MAQUINAS E FERRAMENTAS LTDA [32161],40,2015-03-18 00:00:00,PR3M
RS FER COMERCIO DE MAQUINAS E FERRAMENTAS LTDA [32161],103,2014-07-09 00:00:00,PSeI
RS FORROS LTDA [65730],757.2,2024-08-22 00:00:00,IATD
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],155,2019-12-10 00:00:00,_ABR
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],33.900000000000006,2025-04-07 00:00:00,_ASD
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],32,2022-03-15 00:00:00,_EPI
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],5,2020-02-06 00:00:00,_EVA
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],863.45,2024-04-02 00:00:00,_OUT
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],0.9,2023-08-28 00:00:00,_PVC
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],41.629999999999995,2023-08-28 00:00:00,AUTO
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],50.56999999999999,2024-04-02 00:00:00,ELET
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],370.98,2025-05-22 00:00:00,IATD
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],10,2023-02-27 00:00:00,LIMP
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],237.02,2025-01-17 00:00:00,PAPE
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],284.4,2021-10-05 00:00:00,PLXT
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],1243.2,2024-04-02 00:00:00,PSeI
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],7,2019-11-26 00:00:00,REFL
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],71.1,2020-01-23 00:00:00,SATW
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],69.28,2023-08-28 00:00:00,SIKA
RS INDUSTRIA ELETRONICA LTDA - EPP [51468],50,2021-10-15 00:00:00,TAPT
RS METAIS COM E BENEFICIAMENTO DE PROD SIDERURGICO [39774],945,2014-08-29 00:00:00,
RS METAIS COM E BENEFICIAMENTO DE PROD SIDERURGICO [39774],10.5,2018-08-30 00:00:00,_PVC
RS METAIS COM E BENEFICIAMENTO DE PROD SIDERURGICO [39774],600,2018-09-19 00:00:00,SATW
RS PIRES COMERCIO DE SUPRIMENTOS LTDA [45556],971.44,2025-03-07 00:00:00,_OUT
RS PIRES COMERCIO DE SUPRIMENTOS LTDA [45556],2014.8100000000004,2025-08-25 00:00:00,AUTO
RS PIRES COMERCIO DE SUPRIMENTOS LTDA [45556],303.2,2025-03-20 00:00:00,IATD
RS PIRES COMERCIO DE SUPRIMENTOS LTDA [45556],80.7,2021-07-09 00:00:00,OUT2
RS PIRES COMERCIO DE SUPRIMENTOS LTDA [45556],4662.8099999999995,2022-05-30 00:00:00,PSeI
RS PIRES COMERCIO DE SUPRIMENTOS LTDA [45556],150,2023-12-13 00:00:00,SATW
RS SEAL COMERCIO DE VEDACOES LTDA [59825],65,2025-08-19 00:00:00,_ASD
RS SEAL COMERCIO DE VEDACOES LTDA [59825],7819.32,2025-08-18 00:00:00,_PVC
RS SEAL COMERCIO DE VEDACOES LTDA [59825],880.3499999999999,2025-06-04 00:00:00,IATD
RS SEAL COMERCIO DE VEDACOES LTDA [59825],242.1,2021-05-24 00:00:00,PSeI
RS SUL ALUMINIO E PVC LTDA - ME [49109],4370.1,2018-03-19 00:00:00,IATD
RS SUL ALUMINIO E PVC LTDA - ME [49109],106,2017-11-09 00:00:00,PSeI
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],172,2022-04-27 00:00:00,_ABR
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],50,2019-09-24 00:00:00,_ASD
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],20.5,2013-06-27 00:00:00,_PVC
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],45,2016-07-22 00:00:00,AUTO
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],17,2022-09-22 00:00:00,ELET
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],220,2013-06-21 00:00:00,FECH
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],8031,2024-03-26 00:00:00,IATD
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],224.1,2016-08-02 00:00:00,PAPE
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],151.2,2020-06-03 00:00:00,PLXT
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],275.6,2023-09-13 00:00:00,PSeI
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],707.51,2023-07-19 00:00:00,REFL
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],489.5,2023-05-25 00:00:00,SATW
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],150,2022-03-18 00:00:00,TAPT
RS SUPRIMENTOS INDUSTRIAIS LTDA ME [36984],308,2014-09-18 00:00:00,TEFL
RS TINTAS E SUPRIMENTOS INDUSTRIAIS LTDA [66151],686,2025-08-12 00:00:00,ELET
RS TINTAS E SUPRIMENTOS INDUSTRIAIS LTDA [66151],684,2025-06-02 00:00:00,IATD
RS TINTAS E SUPRIMENTOS INDUSTRIAIS LTDA [66151],219.2,2025-05-07 00:00:00,PSeI
RS TRANSPORTES RODOVIARIOS LTDA [65783],65,2024-08-07 00:00:00,_OUT
RS TRANSPORTES RODOVIARIOS LTDA [65783],50.8,2024-08-07 00:00:00,IATD
RSC COMERCIO DE PECAS PARA CAMINHOES LTDA [63786],680,2023-07-03 00:00:00,TAPT
RSFUTE PRODUCOES E INST DE PAINEIS PUBLICITARIOS [65120],3601,2025-08-22 00:00:00,IATD
RSZ COMERCIO E SUPRIMENTOS LTDA. [59765],15671.55,2022-02-01 00:00:00,ELET
RSZ COMERCIO E SUPRIMENTOS LTDA. [59765],5022.88,2022-03-23 00:00:00,IATD
RSZ COMERCIO E SUPRIMENTOS LTDA. [59765],2588.2,2021-06-16 00:00:00,PSeI
RTEC AR CONDICIONADO LTDA [53146],88.92,2023-03-01 00:00:00,_OUT
RTEC AR CONDICIONADO LTDA [53146],59.8,2022-06-23 00:00:00,ELET
RTEC AR CONDICIONADO LTDA [53146],101.57,2023-11-21 00:00:00,IATD
RTEC AR CONDICIONADO LTDA [53146],312.79,2023-03-01 00:00:00,PAPE
RTEC AR CONDICIONADO LTDA [53146],19.12,2023-03-01 00:00:00,PSeI
RTH INDUSTRIA METALURGICA LTDA [35635],178,2022-07-19 00:00:00,_OUT
RTH INDUSTRIA METALURGICA LTDA [35635],184,2022-11-22 00:00:00,_PVC
RTH INDUSTRIA METALURGICA LTDA [35635],4319,2024-02-15 00:00:00,IATD
RTH INDUSTRIA METALURGICA LTDA [35635],167.58,2020-01-06 00:00:00,PAPE
RTH INDUSTRIA METALURGICA LTDA [35635],1504.6,2024-02-15 00:00:00,PSeI
RUAH VEICULOS LTDA [39318],15,2025-08-18 00:00:00,_PVC
RUAH VEICULOS LTDA [39318],45,2018-04-03 00:00:00,FELT
RUAH VEICULOS LTDA [39318],34.2,2014-01-15 00:00:00,IATD
RUAH VEICULOS LTDA [47833],286.2,2016-08-19 00:00:00,PSeI
RUAH VEICULOS LTDA [51015],32.099999999999994,2024-07-10 00:00:00,_PVC
RUAH VEICULOS LTDA [51015],35.2,2018-04-19 00:00:00,FELT
RUAN KNUPPE [58152],5,2020-09-16 00:00:00,IATD
RUBEM ANGELO RIBEIRO DE ABREU [60560],46.3,2021-09-27 00:00:00,PELI
RUBEM CARLOS KLEIN [59784],80.91,2021-05-12 00:00:00,_PVC
RUBEM CARLOS KLEIN [59784],11.84,2021-05-12 00:00:00,IATD
RUBEM DA SILVA LORENZ [35171],4,2014-03-26 00:00:00,_ASD
RUBEM DA SILVA LORENZ [35171],150,2015-12-10 00:00:00,_EPI
RUBEM DA SILVA LORENZ [35171],130,2014-03-26 00:00:00,TEFL
RUBEM ZOGBHI JUNIOR [43083],9,2016-08-02 00:00:00,_ASD
RUBEM ZOGBHI JUNIOR [43083],50,2016-07-29 00:00:00,_OUT
RUBEM ZOGBHI JUNIOR [43083],282,2016-11-04 00:00:00,IATD
RUBEM ZOGBHI JUNIOR [43083],5.85,2016-07-29 00:00:00,PSeI
RUBEN CABRAL RAMOS [59775],3.5,2021-05-11 00:00:00,PSeI
RUBEN CEZAR DE FRANCESCO [40286],40,2024-08-06 00:00:00,_ABR
RUBEN CEZAR DE FRANCESCO [40286],65.16,2024-07-04 00:00:00,_ASD
RUBEN CEZAR DE FRANCESCO [40286],53.32,2024-08-01 00:00:00,IATD
RUBEN CEZAR DE FRANCESCO [40286],36.04,2024-04-09 00:00:00,PSeI
RUBENS ALEXANDRE MACHADO [41705],94.2,2014-09-05 00:00:00,_OUT
RUBENS ALEXANDRE MACHADO [41705],57.6,2014-09-05 00:00:00,PSeI
RUBENS MARIO CRUZ DAL SANTO [29604],235.77,2014-09-24 00:00:00,_ASD
RUBENS MARIO CRUZ DAL SANTO [29604],56.54,2013-08-30 00:00:00,PAPE
RUBENS PAGANI [56544],23.7,2020-01-27 00:00:00,SATW
RUBENS SANDERSON FAUST [42822],190,2015-01-07 00:00:00,PSeI
RUBENS TADASHI KOSHIMIZU [64892],143.4,2024-03-22 00:00:00,IATD
RUBIA REGINA SCARIOT FROHLICH 82598800087 [58681],3,2021-04-27 00:00:00,_EPI
RUBIA REGINA SCARIOT FROHLICH 82598800087 [58681],558.72,2021-11-26 00:00:00,IATD
RUBINIR MARCELINO [44486],7,2015-07-02 00:00:00,
RUBY DESIGN ACESSORIOS DO VESTUARIO LTDA - EPP [28699],2802.3399999999997,2022-02-04 00:00:00,IATD
RUBY DESIGN ACESSORIOS DO VESTUARIO LTDA - EPP [28699],257.74,2015-08-03 00:00:00,PSeI
RUDAH GASPARIN CASAGRANDE - EPP [44045],128.73,2016-05-05 00:00:00,IATD
RUDAH GASPARIN CASAGRANDE - EPP [44045],12.5,2016-05-05 00:00:00,PSeI
RUDI FRANZMAN GARTNER [48244],181.8,2017-08-25 00:00:00,TAPT
RUDIERO COLLIONI CRUZ 02560743051 [55280],874,2019-08-06 00:00:00,IATD
RUDIMAR ANDREI TRES [53867],10,2024-03-04 00:00:00,IATD
RUDIMAR ASSIS DOS SANTOS MARCOS [34764],153,2013-11-21 00:00:00,IATD
RUDIMAR MULLER ME [61424],6.2,2022-03-31 00:00:00,_EVA
RUDIMAR MULLER ME [61424],59.8,2022-03-31 00:00:00,ELET
RUDIMAR MULLER ME [61424],449.4,2022-03-31 00:00:00,IATD
RUDIMAR ZEN [56919],57.5,2020-03-18 00:00:00,ELET
RUDINEI DA CUNHA INACIO [47400],173.71,2016-06-27 00:00:00,IATD
RUDINEI KLUG [60930],15,2022-02-15 00:00:00,_ABR
RUDINEI KLUG [60930],98,2023-01-16 00:00:00,_ASD
RUDINEI KLUG [60930],30,2022-02-15 00:00:00,IATD
RUDINEI P MORALES - ME [36444],58.25,2013-04-22 00:00:00,IATD
RUDNEI DE OLIVEIRA SANTANA [53630],48.6,2024-08-15 00:00:00,_ASD
RUDNEI DE OLIVEIRA SANTANA [53630],69,2025-08-04 00:00:00,_OUT
RUDNEI DE OLIVEIRA SANTANA [53630],34.1,2019-11-22 00:00:00,IATD
RUDNEI DIAS DA CUNHA [54703],117,2022-09-26 00:00:00,_OUT
RUDNEI DIAS DA CUNHA [54703],55.370000000000005,2022-12-02 00:00:00,PSeI
RUDY GUSTAVO ZIMMER 48.162.344 [66212],113.85,2024-11-01 00:00:00,REFL
RUDY LAURO BENEFICIAMENTO E COM DE MATERIAIS [56627],5740.240000000001,2022-05-26 00:00:00,_ABR
RUDY LAURO BENEFICIAMENTO E COM DE MATERIAIS [56627],2067.04,2022-05-26 00:00:00,_ASD
RUDY LAURO BENEFICIAMENTO E COM DE MATERIAIS [56627],45,2022-05-27 00:00:00,_PVC
RUDY LAURO BENEFICIAMENTO E COM DE MATERIAIS [56627],418.03999999999996,2022-05-27 00:00:00,IATD
RUDY LAURO BENEFICIAMENTO E COM DE MATERIAIS [56627],347.2,2021-09-15 00:00:00,PAPE
RUDY LAURO PACHECO GARCIA - ME [34553],79,2014-09-23 00:00:00,
RUDY LAURO PACHECO GARCIA - ME [34553],3193.46,2015-10-15 00:00:00,_ASD
RUDY LAURO PACHECO GARCIA - ME [34553],717.01,2013-10-01 00:00:00,_EPI
RUDY LAURO PACHECO GARCIA - ME [34553],70.75,2013-10-01 00:00:00,_OUT
RUDY LAURO PACHECO GARCIA - ME [34553],21,2014-03-05 00:00:00,AUTO
RUDY LAURO PACHECO GARCIA - ME [34553],14,2013-04-26 00:00:00,ELET
RUDY LAURO PACHECO GARCIA - ME [34553],60,2015-01-13 00:00:00,FECH
RUDY LAURO PACHECO GARCIA - ME [34553],697.4200000000001,2015-01-13 00:00:00,IATD
RUDY LAURO PACHECO GARCIA - ME [34553],154.68,2013-10-01 00:00:00,PSeI
RUDY LAURO PACHECO GARCIA - ME [34553],14,2013-04-26 00:00:00,REFL
RUDY LAURO PACHECO GARCIA [47251],10,2018-02-01 00:00:00,
RUDY LAURO PACHECO GARCIA [47251],1124.52,2019-08-02 00:00:00,_ABR
RUDY LAURO PACHECO GARCIA [47251],132.2,2021-01-26 00:00:00,_ASD
RUDY LAURO PACHECO GARCIA [47251],26,2021-01-26 00:00:00,_PVC
RUDY LAURO PACHECO GARCIA [47251],36,2018-03-19 00:00:00,AUTO
RUDY LAURO PACHECO GARCIA [47251],108,2023-01-13 00:00:00,IATD
RUDY LAURO PACHECO GARCIA [47251],109.9,2023-01-13 00:00:00,LIMP
RUDY LAURO PACHECO GARCIA [47251],115.92,2023-01-13 00:00:00,PAPE
RUDY LAURO PACHECO GARCIA [47251],76.75,2018-07-04 00:00:00,PSeI
RUDY LAURO PACHECO GARCIA [47251],39.3,2021-01-26 00:00:00,SIKA
RUHAN DE OLIVEIRA RUIZ [51217],44.92,2017-12-08 00:00:00,PSeI
RUI EDUARDO SCHALL [65863],150,2024-10-03 00:00:00,_ASD
RUI F BIEGELMEYER & CIA LTDA [51877],1187,2021-05-27 00:00:00,IATD
RUI OPPERMANN [62299],17,2022-09-08 00:00:00,IATD
RUIVO ACESSORIOS E INSTRUMENTOS MEDICOS LTDA [63312],100,2025-07-15 00:00:00,_ASD
RUIVO ACESSORIOS E INSTRUMENTOS MEDICOS LTDA [63312],338.1,2024-05-29 00:00:00,_EPI
RUIVO ACESSORIOS E INSTRUMENTOS MEDICOS LTDA [63312],23.13,2023-05-12 00:00:00,ELET
RUIVO ACESSORIOS E INSTRUMENTOS MEDICOS LTDA [63312],25.7,2025-07-15 00:00:00,IATD
RUIVO ACESSORIOS E INSTRUMENTOS MEDICOS LTDA [63312],252,2025-07-15 00:00:00,PSeI
RUMO ENGENHARIA LTDA [67191],488.93,2025-07-01 00:00:00,_ABR
RUMO NAUTICO IND. E COM. LTDA. [29105],3552.17,2015-02-04 00:00:00,IATD
RUSH MARKETING PROMOCIONAL LTDA. - ME [41210],51.6,2014-07-22 00:00:00,PSeI
RUTH ELEN LEMOS DE SOUZA 02271191009 [61189],1901.4099999999999,2025-08-15 00:00:00,IATD
RUY VOLNEI WEBBER [50354],51.1,2017-08-21 00:00:00,IATD
RV BRASIL NEGOCIOS E DISTR DE TABACO LTDA-POA [58829],390,2021-04-29 00:00:00,_EPI
RV BRASIL NEGOCIOS E DISTR DE TABACO LTDA-POA [58829],4234.72,2022-03-29 00:00:00,FECH
RV BRASIL NEGOCIOS E DISTR DE TABACO LTDA-POA [58829],1290.33,2021-03-30 00:00:00,PSeI
RVB - COMERCIO DE PRODUTOS HOSPITALARES LTDA [38750],431,2024-07-23 00:00:00,PSeI
RVSUL MONTAGENS LTDA [65235],164.2,2024-06-12 00:00:00,_ASD
RVSUL MONTAGENS LTDA [65235],6237.43,2025-05-15 00:00:00,IATD
RZT DERMATOLOGIA LTDA [67112],135,2025-06-05 00:00:00,IATD
S & M AMBIENTES MOVEIS E PROJETOS LTDA [51118],469.84,2018-05-22 00:00:00,_OUT
S & M AMBIENTES MOVEIS E PROJETOS LTDA [51118],97,2018-05-22 00:00:00,PSeI
S & P MANUTENCAO INDUSTRIAL E PREDIAL LTDA - EPP [45198],4467.31,2016-09-28 00:00:00,IATD
S & P MANUTENCAO INDUSTRIAL E PREDIAL LTDA - EPP [45198],14108.5,2016-01-14 00:00:00,PSeI
S 3 COMUNICAO & MARKETING LTDA - ME [40964],833,2014-06-27 00:00:00,FECH
S A BUZ ME - ME [40287],177,2014-05-12 00:00:00,_EPI
S A BUZ ME - ME [40287],95.5,2014-05-12 00:00:00,_OUT
S A BUZ ME - ME [40287],3022.1599999999994,2016-08-15 00:00:00,IATD
S A BUZ ME - ME [40287],75,2014-11-25 00:00:00,PSeI
S D REPRESENTACAO E DISTRIBUICAO LTDA [56705],44.08,2023-10-05 00:00:00,AUTO
S D REPRESENTACAO E DISTRIBUICAO LTDA [56705],385.12,2024-01-15 00:00:00,IATD
S D REPRESENTACAO E DISTRIBUICAO LTDA [56705],624.8,2023-03-07 00:00:00,PSeI
S H ESTRUTURAS METALICAS LTDA [32508],48.8,2016-04-06 00:00:00,ELET
S H ESTRUTURAS METALICAS LTDA [32508],188,2019-11-07 00:00:00,IATD
S H ESTRUTURAS METALICAS LTDA [32508],613.76,2025-07-17 00:00:00,PSeI
S M L M RANZAN MARMORES [65649],533.4,2024-07-11 00:00:00,IATD
S N RECUPERADORA LTDA [58635],2467.63,2025-08-06 00:00:00,_ASD
S N RECUPERADORA LTDA [58635],57.6,2025-01-15 00:00:00,IATD
S N RECUPERADORA LTDA [58635],5,2023-08-11 00:00:00,PSeI
S R POLANCZIK AIROLDI PRODUTOS DE LIMPEZA [59897],1200,2021-06-14 00:00:00,SATW
S R PRODUTOS PARA LABORATORIOS LTDA [65438],25.16,2024-06-06 00:00:00,IATD
S R PRODUTOS PARA LABORATORIOS LTDA [65438],52.39,2024-06-06 00:00:00,PSeI
S RODRIGUES COMERCIO DE PROD FARMACEUTICOS LTDA [61203],1621.9,2023-01-18 00:00:00,PSeI
S S BASSO COMERCIO E IMPRESSAO GRAFICA LTDA [56860],31.3,2020-03-12 00:00:00,IATD
S SCHNEIDER- NATHAN- PASSARELA [54154],1218,2019-03-11 00:00:00,IATD
S SOUZA LANERI [67265],151,2025-07-07 00:00:00,IATD
S&P BRASIL VENTILACAO LTDA - OTAM [25535],404,2014-03-28 00:00:00,
S&P BRASIL VENTILACAO LTDA - OTAM [25535],748.5,2019-10-08 00:00:00,_ASD
S&P BRASIL VENTILACAO LTDA - OTAM [25535],57,2014-10-29 00:00:00,_EVA
S&P BRASIL VENTILACAO LTDA - OTAM [25535],5978.4,2025-07-30 00:00:00,_OUT
S&P BRASIL VENTILACAO LTDA - OTAM [25535],15084.22,2025-08-06 00:00:00,_PVC
S&P BRASIL VENTILACAO LTDA - OTAM [25535],1827,2014-11-04 00:00:00,ELET
S&P BRASIL VENTILACAO LTDA - OTAM [25535],2,2019-07-18 00:00:00,FECH
S&P BRASIL VENTILACAO LTDA - OTAM [25535],224,2019-09-16 00:00:00,FTAQ
S&P BRASIL VENTILACAO LTDA - OTAM [25535],11020.8,2025-08-07 00:00:00,IATD
S&P BRASIL VENTILACAO LTDA - OTAM [25535],99.98,2018-08-16 00:00:00,PELI
S&P BRASIL VENTILACAO LTDA - OTAM [25535],176,2022-11-04 00:00:00,PSeI
S&P BRASIL VENTILACAO LTDA - OTAM [25535],72,2023-04-17 00:00:00,REFL
"S&S COMERCIO E INSTALACAO DE ACM, ESQUADRIAS E VID [62182]",672,2022-08-31 00:00:00,IATD
S. L. B. CANCELLI & CIA LTDA [65602],15,2024-07-02 00:00:00,IATD
S.A.M. INDUSTRIA E COM DE ARTIGOS INFANTIS LTDA [30137],4.7,2014-08-27 00:00:00,_ASD
S.A.M. INDUSTRIA E COM DE ARTIGOS INFANTIS LTDA [30137],100,2019-05-09 00:00:00,_OUT
S.A.M. INDUSTRIA E COM DE ARTIGOS INFANTIS LTDA [30137],415.58000000000004,2020-08-19 00:00:00,IATD
S.A.M. INDUSTRIA E COM DE ARTIGOS INFANTIS LTDA [30137],6.9,2019-05-09 00:00:00,PSeI
S.I. LOGISTICA E ARMAZENAGEM DE MOVEIS LTDA  EPP [41338],163.5,2014-08-06 00:00:00,FECH
S.I. LOGISTICA E ARMAZENAGEM DE MOVEIS LTDA  EPP [41338],13.8,2017-02-13 00:00:00,IATD
S.I. LOGISTICA E ARMAZENAGEM DE MOVEIS LTDA  EPP [41338],96.46,2017-02-13 00:00:00,PAPE
S.O.DOS SANTOS EXTINTORES LTDA [57009],156.9,2020-04-24 00:00:00,IATD
S.O.S TELHADO LTDA [66976],492.01,2025-06-04 00:00:00,IATD
SAAN INDUSTRIA E COMERCIO DE MOVEIS DECORACAO LTDA [59593],1.3,2021-09-22 00:00:00,_ASD
SAAN INDUSTRIA E COMERCIO DE MOVEIS DECORACAO LTDA [59593],380,2021-09-22 00:00:00,PAPE
SAAN INDUSTRIA E COMERCIO DE MOVEIS DECORACAO LTDA [59593],564.57,2021-09-22 00:00:00,PSeI
SABOR & TEMPEROS LTDA [64943],615.2,2024-02-23 00:00:00,PSeI
SABRINA LINDEMANN [64962],112,2024-02-28 00:00:00,IATD
SACHA DOS SANTOS OLIVEIRA [53550],795,2019-11-18 00:00:00,IATD
SADI ZANOTTO [54095],50,2019-02-19 00:00:00,_OUT
SADI ZANOTTO [54095],6,2019-02-19 00:00:00,PSeI
SAFE ESTACIONAMENTO E GARAGENS DE VEICULOS LTDA. [27629],480,2017-07-06 00:00:00,IATD
SAFE WORK CENTER DIST DE MAT ELETRICOS LTDA [64831],4342.25,2024-02-09 00:00:00,IATD
SAFELUX EQUIPAMENTOS ELETRICOS LTDA - ADM. BRAVA [59808],1515.5,2025-08-26 00:00:00,IATD
SAFELUX EQUIPAMENTOS ELETRICOS LTDA - ADM. BRAVA [59808],334.6,2022-09-28 00:00:00,PSeI
SAFEWEB SEGURANÇA DA INFORMAÇÃO LTDA [33047],26.94,2013-01-28 00:00:00,IATD
SAFEWEB SEGURANÇA DA INFORMAÇÃO LTDA [33047],120.79,2013-03-07 00:00:00,PAPE
SAF-HOLLAND DO BRASIL IND E PROD DE EIXOS EQUIP  [64097],21939.88,2025-09-01 00:00:00,_ASD
SAF-HOLLAND DO BRASIL IND E PROD DE EIXOS EQUIP  [64097],2312.87,2025-08-01 00:00:00,IATD
SAF-HOLLAND DO BRASIL IND E PROD DE EIXOS EQUIP  [64097],2276.33,2025-07-09 00:00:00,PSeI
SAFRA DIESEL COMERCIO DE PECAS LTDA [58838],1492.5,2025-08-11 00:00:00,_OUT
SAFRA DIESEL COMERCIO DE PECAS LTDA [58838],9167.2,2025-09-08 00:00:00,PSeI
SAFRI PRODUTOS DE EXCELENCIA LTDA [64093],615.75,2023-08-31 00:00:00,PSeI
SAFT ENGENHARIA LTDA [31751],19.2,2014-05-12 00:00:00,
SAFT ENGENHARIA LTDA [31751],27.5,2016-09-19 00:00:00,_ASD
SAFT ENGENHARIA LTDA [31751],270.27,2020-12-09 00:00:00,_OUT
SAFT ENGENHARIA LTDA [31751],22.5,2020-10-02 00:00:00,ELET
SAFT ENGENHARIA LTDA [31751],35.3,2019-11-12 00:00:00,FELT
SAFT ENGENHARIA LTDA [31751],186.39999999999998,2020-12-09 00:00:00,IATD
